"sku","storeid","cost","retail","sksinfo.zero"
"3873783","1602","12.00","20.00",0
"9839405","7704","22.08","59.00",0
"7770103","9103","98.75","197.50",0
"4088149","3103","10.24","17.00",0
"1848974","9909","34.40","32.25",0
"1499063","5504","24.85","24.88",0
"3967752","8204","10.41","14.00",0
"7958175","6304","60.00","59.50",0
"3171381","3004","10.50","29.00",0
"8800059","8703","141.40","283.00",0
"2689348","1602","33.00","108.00",0
"2347780","5104","11.50","5.50",0
"8850059","7904","6.00","12.00",0
"3750341","3207","8.00","20.00",0
"4538883","7102","19.75","12.25",0
"3787367","5903","18.21","19.50",0
"2738102","409","7.75","19.00",0
"6571378","7304","10.29","38.00",0
"4140490","2602","33.00","68.00",0
"3066321","504","49.75","49.75",0
"108118","3003","21.68","19.00",0
"8699372","6209","11.20","28.00",0
"209864","6402","14.00","42.00",0
"6760325","502","7.20","16.00",0
"9598488","3009","27.00","55.50",0
"278641","4607","4.50","3.75",0
"6126677","8603","3.14","4.50",0
"8087102","3109","0.00","0.00",0
"7118015","609","8.40","14.00",0
"6247918","2102","21.60","14.50",0
"9549666","7402","26.00","59.00",0
"7619594","4604","25.00","50.00",0
"7199942","404","11.00","28.00",0
"1172871","8007","5.76","6.00",0
"5488121","5503","18.00","39.99",0
"3660062","6404","16.27","39.00",0
"4156504","8102","18.00","12.25",1
"9327489","9704","15.89","36.00",0
"5489051","2503","14.10","4.99",0
"29773","7307","18.72","42.00",0
"1394836","1107","30.00","50.00",0
"1368498","3802","7.50","4.50",0
"6350729","904","14.70","42.00",0
"6798628","5604","8.10","13.50",0
"8370326","3604","27.50","55.00",0
"898374","4307","32.50","49.99",0
"5690097","5604","23.25","64.00",0
"2571926","6904","27.90","74.00",0
"9410668","5302","23.50","59.00",0
"4293097","7304","26.40","18.75",0
"4029439","402","18.50","24.00",0
"6219629","8402","16.80","35.00",0
"4468429","7904","29.75","20.23",0
"3646008","5202","5.00","16.00",0
"7836442","3009","7.00","5.50",0
"3574213","7407","9.40","22.00",0
"839047","7407","10.50","12.50",0
"2757497","6503","39.00","21.25",1
"9742306","3507","8.15","8.00",0
"1117823","7702","35.94","21.00",0
"3506028","4303","26.00","16.00",0
"199460","1207","35.50","76.00",0
"8213568","7307","29.75","32.50",0
"7311570","8602","14.50","36.00",0
"2537779","1502","4.50","7.50",0
"6877532","8002","10.00","7.25",0
"3229682","8204","2.22","12.00",0
"9306439","7907","13.50","22.50",0
"1470782","4403","30.00","64.00",0
"3968830","6900","20.00","12.25",1
"9537292","509","16.36","14.99",0
"4307176","4203","8.96","7.00",0
"5719233","902","2.50","4.69",0
"8088196","1502","18.50","11.50",0
"2567935","4507","12.98","14.75",0
"8808696","403","8.80","18.00",0
"9270579","7102","6.00","19.00",0
"2089548","309","10.00","27.50",0
"1288073","6503","7.74","9.00",0
"2070122","4409","7.20","18.00",0
"1621124","8407","4.40","9.99",0
"7829372","8707","17.25","27.00",0
"7449294","8702","15.00","29.00",0
"8944718","2103","16.75","6.99",0
"2900450","4109","11.60","34.00",0
"8831404","8709","11.75","28.00",0
"3529035","6402","1.90","3.00",0
"8931586","7103","3.00","7.00",0
"8309630","407","5.40","18.00",0
"6479903","1709","13.00","28.00",0
"6659598","4309","8.50","19.00",0
"1791268","2502","65.00","159.00",0
"6249791","503","56.56","200.00",0
"2987620","5004","34.75","34.75",0
"8830475","7307","34.50","74.00",0
"361495","3604","175.00","197.50",0
"939547","3504","12.00","26.00",0
"2749237","4404","3.36","8.00",0
"5450353","1104","33.00","86.00",0
"5780378","302","17.80","42.00",0
"4779479","304","20.15","54.00",0
"2120085","6402","10.50","30.00",0
"4377276","9002","10.00","22.50",0
"5270074","3709","2.75","7.99",0
"3140214","6502","42.50","85.00",0
"3479014","3802","25.00","49.99",0
"3577003","3209","14.00","20.00",0
"491969","1509","42.50","85.00",0
"2030057","8702","7.95","20.00",0
"3469292","2702","35.00","19.75",1
"1098615","8607","20.02","22.00",0
"4190041","3407","15.00","34.00",0
"1676904","8507","15.00","30.00",0
"8737770","7702","11.20","7.00",0
"2818545","1304","7.20","18.00",0
"3898634","8802","26.70","46.00",0
"3638055","2007","7.25","3.75",0
"4659542","209","1.90","6.00",0
"5051111","5202","13.00","32.00",0
"899119","502","1.45","6.00",0
"6801384","8002","27.75","69.00",0
"87744","7502","15.00","9.50",0
"9048871","1002","18.50","24.50",1
"79064","9103","21.05","49.50",0
"1969577","7707","21.50","54.00",0
"3608512","3603","18.21","49.00",0
"1359483","307","6.10","16.00",0
"9567101","204","0.00","0.00",0
"6637189","8402","179.00","90.00",0
"9918948","9402","33.50","34.50",0
"6649062","2607","5.30","3.50",0
"1908394","2207","29.75","29.75",0
"3838959","9704","10.00","19.99",0
"9578012","8902","9.00","15.00",0
"7258039","5004","17.50","14.99",1
"9929875","2502","10.00","22.99",0
"5514047","4003","20.24","13.50",0
"6967578","4702","62.00","124.00",0
"401078","4109","3.50","9.99",0
"3558331","3707","16.00","9.75",0
"8417503","6109","12.80","8.00",0
"1360482","6704","33.50","72.00",0
"3950218","7703","8.50","20.00",0
"4540069","302","10.78","32.00",0
"7410466","5803","47.96","110.00",0
"2237727","7507","36.00","19.75",1
"4190250","402","5.68","39.50",0
"448132","4503","16.00","10.50",0
"647425","4502","12.30","12.50",0
"5644718","8603","17.75","10.00",0
"9714261","209","11.90","2.99",0
"5219051","7502","27.26","14.50",0
"9034580","3607","26.00","59.00",1
"938363","6104","7.04","7.00",0
"7990220","5502","39.75","79.50",0
"3868327","6002","12.50","13.00",0
"4271712","1609","27.50","55.00",0
"7488207","2203","8.50","9.00",0
"208229","2603","8.20","20.00",0
"7471348","3004","5.50","14.99",0
"5187392","3204","15.20","19.00",0
"1358913","2102","23.20","14.50",0
"3358169","9303","8.45","6.25",0
"4228164","3307","41.00","22.00",0
"1529068","8702","6.25","7.49",0
"4618043","7807","15.00","12.50",0
"1289677","4502","14.00","9.75",0
"1497800","9409","7.50","16.00",0
"7169297","5904","42.50","85.00",0
"3497511","7202","15.75","33.00",0
"3746404","5704","28.80","64.00",0
"9600529","5303","20.00","42.00",0
"2127835","7404","8.10","9.00",0
"9908792","7507","37.00","44.00",0
"198126","8709","8.40","8.75",0
"3066680","8209","10.83","8.50",0
"1612931","4202","4.20","9.75",0
"9158375","4202","8.25","20.00",0
"1421202","1407","23.75","59.00",0
"5404544","5604","6.24","3.25",0
"4479040","809","25.75","51.75",0
"8390296","304","35.75","85.00",0
"4519908","1207","24.00","66.00",0
"6920226","3902","6.75","28.00",0
"2107272","5402","10.00","9.75",0
"5328231","902","14.02","10.50",0
"3991945","2809","18.00","48.00",0
"5199618","2702","42.00","29.99",0
"1989768","9104","6.00","12.00",0
"5439682","4409","3.01","12.00",0
"987620","7102","34.75","34.75",0
"2607645","7807","8.36","19.00",0
"6053865","1307","29.75","29.75",0
"7281754","4103","32.50","65.00",0
"143895","303","7.68","16.00",0
"5171028","307","4.25","12.00",0
"1371230","4803","24.00","64.00",0
"7018649","3102","30.55","65.00",0
"9708877","4403","17.00","29.99",0
"9789521","5602","88.20","342.00",0
"8579876","9402","23.60","59.00",0
"3297635","3103","12.00","8.50",0
"8621462","8707","21.60","49.00",0
"8359360","4807","34.50","78.00",0
"7328221","4907","18.00","11.90",0
"5757398","509","11.50","7.25",0
"7918562","8202","7.00","12.50",0
"6108239","2307","1.40","4.00",0
"1838578","8402","89.00","45.00",0
"2978102","8204","13.28","14.75",0
"4679459","8204","6.50","18.00",0
"289795","6402","176.25","122.50",0
"8249050","909","3.78","1.99",0
"2860205","9103","16.00","30.00",0
"7228302","2304","1.68","5.00",0
"1431360","802","28.50","59.00",0
"7074004","3309","14.50","30.00",1
"247823","3004","2.27","2.50",0
"9771608","7604","63.08","128.00",0
"3847769","5204","10.90","9.99",0
"640606","9204","6.50","20.00",0
"4311066","3304","39.77","99.00",0
"2287200","6703","2.00","3.00",0
"5510055","4004","54.50","110.00",0
"1876774","903","21.00","35.00",0
"698410","2509","9.60","20.00",0
"8334262","6109","7.29","5.00",0
"6339931","3807","34.50","72.00",0
"9129596","8703","149.50","299.00",0
"5999771","8503","33.00","55.00",0
"2307360","3004","18.21","12.25",0
"7038597","1602","1.25","1.00",0
"2546537","3403","23.00","12.00",0
"7370066","2107","90.00","199.00",0
"3980136","4607","19.50","12.25",0
"1348149","1509","8.25","19.99",0
"5213041","4202","9.00","20.00",0
"4889722","3504","40.00","89.00",1
"2908893","6604","12.00","19.00",0
"9099555","7604","15.00","7.49",0
"2500993","3109","22.00","49.00",0
"9590924","2209","15.20","30.50",0
"2059390","8702","24.00","12.25",1
"6537879","9204","39.75","54.00",0
"2247607","6302","22.55","37.52",0
"8069605","604","33.00","75.00",0
"6674307","2804","9.40","20.00",0
"1268538","2309","11.50","29.00",0
"2474276","304","3.50","8.00",0
"8814671","8802","8.70","18.00",0
"3417797","5304","17.00","17.50",0
"4668939","9204","7.00","9.99",0
"7599706","1904","8.00","19.00",0
"5771888","2603","51.00","85.00",0
"458145","7502","29.63","20.50",0
"768564","3004","13.91","9.75",0
"3019361","3807","22.00","50.00",0
"299477","704","21.17","30.00",0
"4728662","4004","29.00","62.00",0
"6300636","8407","15.15","42.00",0
"5847586","5802","4.65","12.00",0
"8931453","7707","16.50","50.00",0
"1677419","4007","14.25","15.00",0
"7847202","5504","75.00","99.00",0
"6869101","903","8.19","14.99",0
"9578047","2409","23.92","27.00",0
"3289493","3009","32.50","69.50",0
"8999343","3009","35.75","85.00",0
"2780356","8407","49.75","100.00",0
"9754034","7304","20.00","14.99",1
"5999352","1509","44.75","89.50",0
"9347828","3503","23.50","49.00",0
"1579245","6002","27.33","95.00",0
"7099240","4902","37.50","75.00",0
"5777324","409","165.00","395.00",0
"3449139","5203","0.00","0.00",0
"7497580","7307","34.75","17.37",0
"3307341","2904","8.50","12.50",0
"68691","1602","36.00","75.00",0
"9761332","4702","14.50","39.00",0
"9821148","6503","27.50","69.00",0
"1940739","4902","12.77","38.00",0
"6731172","402","5.84","14.00",0
"3579965","409","11.50","29.00",0
"8309634","1703","12.80","32.00",0
"5763552","9409","36.25","18.12",0
"318238","8204","12.00","34.99",0
"5650257","4007","14.00","38.00",0
"3346807","709","8.75","24.00",0
"7942336","5303","40.00","40.00",0
"8530042","7703","12.33","36.00",0
"8660500","3403","7.90","9.99",0
"3878735","4209","16.23","44.00",0
"2998607","5804","6.75","18.00",0
"7588622","2109","4.00","5.00",0
"599462","4803","17.00","36.00",0
"1953644","6002","13.50","22.50",0
"3518012","4409","8.00","42.00",0
"280568","4303","33.00","68.00",0
"768013","2203","14.63","9.75",0
"7668497","3009","12.75","30.00",0
"9736312","3702","44.75","89.50",0
"5520212","3504","32.50","65.00",0
"5298310","802","30.00","24.50",0
"9674091","1502","39.75","19.87",0
"469803","3204","10.85","28.00",0
"77404","704","16.28","24.99",0
"6493864","3102","50.75","101.50",0
"878429","8607","12.39","14.75",0
"6130040","8407","15.00","34.00",0
"3537773","2804","8.00","12.00",0
"2399750","9304","20.93","56.00",0
"1611304","2609","6.75","15.00",0
"3421128","3509","13.00","34.00",0
"9858203","8607","7.25","4.50",0
"7458285","4702","9.60","5.00",0
"7887645","4207","17.00","9.50",0
"770118","2109","24.00","56.00",0
"7136791","204","27.75","19.99",0
"1551710","5503","32.50","65.00",0
"8838793","2907","37.40","22.50",0
"4908374","2009","39.75","59.62",0
"2197420","1402","5.00","10.00",0
"5068499","7007","24.50","29.50",1
"2759072","9302","9.05","27.00",0
"409773","4807","18.72","42.00",0
"8736026","3602","24.75","17.00",0
"1986294","6302","8.10","20.00",0
"6428624","9404","10.00","13.50",0
"5381536","1709","29.61","72.00",0
"9527635","3103","8.50","9.25",0
"1531133","1009","147.50","395.00",0
"7500219","2904","42.50","85.00",0
"3778639","402","11.20","14.00",0
"600326","1807","17.00","18.50",0
"8849751","8109","16.50","9.99",1
"179608","4302","12.35","29.00",0
"3959745","202","26.00","59.00",1
"7378640","3304","3.75","6.00",0
"5523975","7902","9.75","22.00",0
"2269267","8209","11.72","7.00",0
"4820732","8604","16.00","40.00",0
"6338668","3909","5.50","10.00",0
"6289904","604","1.68","4.00",0
"99361","7403","27.50","78.00",0
"5290790","3807","60.60","150.00",0
"1743862","3109","12.00","35.00",0
"7196366","8603","9.00","14.99",0
"9689210","3503","24.44","27.00",0
"4230815","9304","23.65","55.00",0
"8330815","8102","23.80","49.00",0
"3520582","3503","14.34","39.00",0
"8528182","6009","3.00","4.69",0
"3699477","107","17.25","39.00",0
"4098336","2603","17.50","17.50",0
"6426717","2203","10.04","8.50",0
"9207354","9309","10.00","19.75",0
"774449","8902","10.00","17.50",0
"9410400","2209","17.00","36.00",0
"2300615","3202","18.00","36.00",0
"2334455","9503","9.00","20.00",0
"731043","5402","16.58","48.00",0
"5851410","4202","5.88","14.00",0
"6678353","2104","43.50","72.50",0
"9101998","1703","40.08","96.00",0
"3638248","2602","22.00","13.00",0
"3121427","8403","33.00","55.00",0
"8349986","9604","3.75","12.00",0
"7308187","4202","6.25","3.74",0
"6620373","9504","35.00","89.00",0
"299377","4603","7.20","9.00",0
"1348372","9909","7.25","9.00",0
"5580412","4803","6.30","20.00",0
"2574754","5704","13.50","12.92",0
"7826771","209","4.20","3.50",0
"2247933","4804","23.50","16.25",1
"5980261","6109","6.60","16.00",0
"3527654","1204","7.50","3.74",0
"3689378","9002","25.50","14.75",1
"9978931","9504","2.41","6.00",0
"3490716","7902","9.40","5.00",0
"4518393","4504","6.25","8.99",0
"3678996","5404","30.00","17.25",1
"2058885","102","19.00","12.25",0
"2979473","8709","20.00","49.00",1
"6471970","1107","42.50","85.00",0
"2390199","802","34.75","69.50",0
"578959","5704","30.00","34.98",1
"7011151","3502","19.50","29.99",1
"4699603","2303","9.50","4.88",0
"908255","4007","9.98","9.99",0
"997238","8703","17.00","27.50",0
"7618676","7402","22.80","19.50",0
"6931124","8002","19.25","49.00",0
"5519292","7507","39.75","79.50",0
"5756822","2502","9.75","6.00",0
"4974149","9303","15.40","4.99",0
"358185","8602","6.75","6.49",0
"1487085","4004","9.60","6.00",0
"8607437","5802","27.50","34.50",1
"2689889","8302","14.50","26.13",0
"1380520","8403","28.75","59.50",0
"2410214","6804","34.75","69.50",0
"6638905","4603","14.00","39.50",0
"6591485","7507","16.10","39.00",0
"6988209","8007","15.37","25.00",0
"3050931","8702","12.75","20.00",0
"2459282","2303","16.25","32.50",0
"5854836","809","21.15","5.99",0
"5630057","2402","25.46","40.00",0
"8339121","3909","10.43","31.00",0
"1118022","204","15.00","19.50",1
"1394684","3707","2.90","3.50",0
"4108439","704","35.50","49.99",1
"191258","7307","4.25","10.00",0
"6408194","2009","14.60","21.00",0
"4781125","6209","11.75","42.00",0
"8701916","5202","5.69","39.50",0
"6917791","3407","36.00","49.99",1
"7238931","509","2.64","6.00",0
"6997922","3407","13.50","20.10",0
"7028051","2207","72.00","44.75",0
"6541157","9609","26.00","58.00",0
"2550760","103","18.21","49.00",0
"3682185","2007","22.57","40.00",0
"2687316","3407","21.05","24.75",0
"3588742","3607","12.40","17.00",0
"7919356","3402","3.36","2.99",0
"238238","6104","12.00","34.99",0
"5278711","1202","15.00","8.75",1
"5890476","2307","16.00","34.00",0
"1890082","6402","26.40","88.00",0
"9018617","7202","2.20","1.50",0
"2100614","1602","5.00","10.00",0
"3559207","2402","18.50","30.00",0
"2936171","7603","17.00","11.00",0
"2279481","4903","15.00","39.00",1
"298374","3607","32.50","49.99",0
"7280231","809","27.25","59.50",0
"6767506","6302","30.50","32.50",0
"2652776","3009","36.00","79.00",0
"2270936","8607","7.25","20.00",0
"1481555","8602","4.00","12.00",0
"9909034","5302","6.30","9.00",0
"3799846","6009","12.75","39.00",0
"4434425","3009","10.00","17.50",0
"7568537","3307","27.26","66.00",0
"9050023","4802","17.00","49.00",0
"8780112","9103","15.00","40.00",0
"6618188","8703","9.00","12.00",0
"7858511","304","15.00","9.50",0
"4120118","409","6.50","9.50",0
"1591502","4403","83.50","199.00",0
"4418051","907","4.25","9.00",0
"6977669","603","2.28","3.50",0
"4468496","8609","29.00","17.25",1
"6379410","7502","3.35","1.75",0
"6047034","209","5.60","7.00",0
"8220","8302","8.35","12.50",0
"4329641","7107","14.15","11.90",0
"3999735","5102","29.70","49.50",0
"2960080","2109","20.25","46.00",0
"5394722","3102","32.00","34.75",0
"9464121","1404","2.10","2.50",0
"2198878","4102","25.50","17.25",0
"9944563","3102","27.00","17.37",0
"3700904","7703","1.80","6.00",0
"868373","7307","26.40","44.00",0
"8159559","509","1.50","6.00",0
"9873437","6002","6.30","8.00",0
"6007719","5804","24.18","60.00",0
"7729708","8507","9.25","28.00",0
"7907058","7904","6.00","3.74",0
"9559539","8603","15.60","27.00",0
"4918488","2204","25.00","17.37",0
"6610114","8503","8.00","19.00",0
"7079990","5302","3.50","9.99",0
"8940069","4003","11.84","34.00",0
"7107295","7407","16.00","17.50",0
"147535","1103","6.00","8.00",0
"5340864","8004","11.00","32.00",0
"4509967","7303","2.52","1.99",0
"3874425","3609","13.50","8.00",0
"2200174","7307","12.50","7.25",0
"7138047","7404","117.00","179.00",0
"4768704","209","27.47","34.50",0
"7267331","209","5.00","3.75",0
"580416","5503","54.00","110.00",0
"2751282","2402","48.00","99.00",0
"4748764","1003","20.00","39.99",0
"2741726","2504","3.50","10.00",0
"6970120","704","33.48","80.00",0
"4413745","7407","16.50","27.50",0
"1861362","6009","16.80","42.00",0
"3137778","4307","39.36","24.50",0
"6970069","4607","11.44","32.00",0
"218067","1403","20.40","17.00",0
"958663","6503","27.90","37.00",0
"9220501","7103","21.75","60.00",0
"3530582","8204","14.34","39.00",0
"9929875","3804","10.00","21.99",0
"4729081","7702","12.50","27.50",0
"6840069","7103","10.78","32.00",0
"6768386","3204","32.50","32.50",0
"6020158","7007","17.62","24.50",0
"3589035","9804","1.90","3.00",0
"7899301","8402","44.75","89.50",0
"1070314","2209","7.50","14.00",0
"1529005","9303","37.80","19.99",0
"9797425","3202","32.50","32.50",0
"9551709","107","32.50","65.00",0
"9139117","9709","7.80","5.00",0
"3349682","2503","2.22","12.00",0
"8771467","9603","11.50","29.00",0
"7690171","9402","2.05","6.00",0
"7507089","8302","14.75","7.49",0
"9928704","103","12.50","6.25",0
"4011467","4603","8.88","18.50",0
"8799528","6002","7.00","4.75",0
"7719155","2503","10.00","6.00",0
"1856057","6404","12.95","9.75",0
"1759039","304","33.00","70.00",0
"1768688","5002","31.50","17.25",1
"647577","1509","0.00","0.00",0
"68467","5304","26.00","19.99",1
"1201056","7404","0.00","0.00",0
"1568229","404","2.10","4.02",0
"5178025","209","12.00","14.99",0
"6817172","402","142.50","295.00",0
"28567","4103","12.00","19.99",0
"1138271","6302","17.50","11.00",0
"3677033","6404","8.80","11.00",0
"5199264","9103","14.50","19.50",0
"7890083","209","21.75","59.00",0
"3767442","7102","29.75","29.75",0
"1461152","3003","19.00","40.00",0
"4177511","4107","16.00","29.48",0
"8608301","7102","1.41","1.99",0
"1588157","7307","8.25","4.50",0
"5380804","9304","1.95","6.00",0
"7680815","6402","23.80","59.00",0
"9758282","7507","54.24","75.00",0
"2931705","5503","32.50","65.00",0
"913497","9503","9.75","17.00",0
"5879644","8309","24.00","14.99",1
"5693975","1204","16.98","38.00",0
"1139883","1109","60.27","149.00",0
"5588896","5602","2.05","4.02",0
"884508","4903","142.50","295.00",0
"6898776","2707","31.50","34.50",1
"1080220","4202","14.00","34.00",0
"2240251","6402","42.50","85.00",0
"7168863","7702","18.50","24.50",1
"4177342","2907","18.21","12.25",0
"9889370","8609","13.00","32.00",0
"6416691","4504","5.04","3.00",0
"4910615","3407","45.00","79.00",0
"4170465","5304","9.80","28.00",0
"4278768","909","8.50","9.00",0
"3940583","2009","15.00","39.00",0
"3876227","302","25.00","14.75",0
"4588361","6002","15.60","13.50",0
"2919327","9209","13.50","19.99",0
"3027623","3003","1.50","1.99",0
"7228577","9404","2.16","1.50",0
"8398767","5804","10.75","25.00",0
"3800950","3003","15.30","9.00",0
"3860580","8204","90.00","199.00",0
"8389478","7003","16.28","44.00",0
"9009575","2807","15.20","35.00",0
"3421705","9409","29.75","59.50",0
"2641091","7102","13.00","39.00",0
"1937223","2407","18.86","11.50",0
"9238218","3602","18.00","12.00",0
"9758151","1402","14.34","22.00",0
"9547379","7302","26.00","29.50",1
"4678765","3707","88.50","59.50",0
"6800090","3603","21.50","54.00",0
"247357","8607","5.34","29.62",0
"1052741","5303","5.40","15.00",0
"7367952","4303","7.45","10.00",0
"398437","8707","13.00","8.50",0
"4139691","6102","11.50","9.52",0
"8281467","6403","12.50","34.00",0
"5058931","3604","7.45","20.00",0
"3189027","8007","0.00","0.00",0
"4287923","4307","18.00","11.25",0
"4359948","9404","9.50","24.00",0
"4543605","3002","9.00","20.00",0
"2916441","6604","22.50","69.00",1
"3696432","1909","1.68","2.50",0
"8283229","7102","11.70","21.75",0
"6527393","4402","348.30","882.00",1
"3989877","1007","7.29","20.00",0
"9437903","1207","10.25","14.00",0
"1590955","904","23.00","54.00",0
"768564","3602","13.91","9.75",0
"5886968","903","2.25","6.00",0
"440792","3504","8.75","25.00",0
"1997360","1204","18.21","12.25",0
"6228720","1207","13.28","14.75",0
"1688825","3103","7.50","19.75",0
"4899268","2607","75.00","42.50",0
"3331315","2402","57.00","135.00",0
"6786419","4303","12.75","19.99",0
"8762921","4209","20.82","22.50",0
"5711796","5502","12.76","29.00",0
"9667350","2504","18.21","12.25",0
"6960326","8402","3.36","8.00",0
"7110732","4003","8.80","22.00",0
"4299241","9402","19.00","27.00",0
"1506942","5802","49.50","39.75",0
"8056571","2602","10.20","17.00",0
"118117","3202","11.40","9.50",0
"2960777","7902","6.00","20.00",0
"2041410","1703","2.10","6.00",0
"2897860","9209","28.50","19.50",0
"1671091","202","13.00","39.00",0
"6969926","3102","27.60","69.00",0
"8908793","3209","12.00","19.99",0
"5107670","6503","8.75","9.99",0
"5108666","6804","1.50","0.99",0
"5677154","6902","14.00","9.00",0
"8069784","5004","8.19","18.00",0
"8139531","7702","29.75","59.50",0
"9058320","4503","25.88","17.25",0
"9468446","2707","2.70","7.00",0
"2727749","3704","16.15","36.00",0
"5540003","4209","15.71","65.00",0
"2490785","1607","13.50","19.50",0
"1326790","6904","31.40","17.25",0
"4907364","4704","18.21","19.99",0
"3918441","1703","21.00","49.00",1
"5028825","2004","8.10","12.00",0
"563559","2804","225.00","495.00",0
"1243326","704","7.50","14.00",0
"647425","5302","12.30","12.50",0
"9499231","7302","6.50","4.75",0
"2649553","1104","12.00","38.00",0
"9529779","2704","18.00","36.00",0
"2299768","3807","40.00","80.00",0
"1699781","4102","22.50","17.25",1
"6859058","4902","32.00","34.00",0
"4011321","6404","16.00","19.99",0
"5201091","1102","19.25","49.00",0
"7574039","6804","12.60","15.00",0
"8288120","8202","3.84","3.99",0
"4580357","8109","6.15","14.99",0
"2150035","6903","7.50","9.99",0
"551398","9402","5.86","39.50",0
"6794307","5704","9.40","20.00",0
"6800656","4507","15.50","40.00",0
"8038354","4504","32.50","32.50",0
"2530688","3304","22.09","59.00",0
"9869912","9209","12.36","34.00",0
"3069807","909","28.50","60.00",1
"7950010","4502","8.77","28.00",0
"9426791","7004","60.00","29.75",0
"3497409","2804","37.50","39.75",0
"987859","3909","17.22","11.00",0
"5561249","3604","155.00","395.00",0
"3206310","7604","39.75","19.87",0
"6798666","5503","18.21","24.50",0
"8742921","8504","13.38","14.50",0
"434745","309","18.33","39.00",0
"1991196","8402","18.00","48.00",0
"5654192","1403","159.00","350.00",0
"2652503","4902","9.20","19.50",0
"2877041","6703","14.38","21.00",0
"3200896","2204","9.80","19.75",0
"7936426","8204","42.50","21.25",0
"2270650","707","11.27","34.00",0
"2878574","5704","7.50","18.50",0
"3339863","2309","22.36","50.00",0
"1588216","1107","12.00","15.00",0
"2837630","5403","30.35","42.50",0
"6848808","704","25.85","63.00",0
"9389206","9909","18.50","25.00",0
"5237779","102","27.06","17.00",0
"5810164","9103","50.40","116.00",0
"6739969","4302","27.00","9.99",1
"3426812","4303","11.07","7.25",0
"3021164","4302","1.70","5.00",0
"8639117","8803","30.06","25.00",0
"5728284","3002","19.60","24.50",0
"3339564","2607","22.48","60.00",0
"59887","202","27.50","9.99",1
"7496504","7402","23.50","49.00",1
"5347495","2402","31.50","34.50",1
"8153011","2307","12.00","27.00",0
"5879268","2307","5.42","29.62",0
"4938991","4802","11.70","19.50",0
"9189771","1009","16.50","39.00",0
"6468932","7302","50.00","69.50",0
"238327","9603","2.12","1.50",0
"4319516","8607","17.50","22.00",0
"340436","7404","2.52","6.00",0
"8029161","7707","15.80","26.46",0
"683114","7304","10.75","20.00",0
"9988561","7007","10.88","17.00",0
"5351231","7107","17.15","19.50",1
"9298362","4104","5.00","5.00",0
"1698421","7004","16.50","15.64",0
"8609585","709","8.00","16.00",0
"642212","9402","17.75","38.00",0
"8426297","5303","9.05","10.00",0
"6481058","8002","16.80","42.00",0
"8850069","3207","11.84","34.00",0
"7603588","8507","34.75","17.37",0
"771775","8202","34.75","69.50",0
"8534399","8302","7.50","18.00",0
"8156725","9202","20.00","11.50",0
"3360320","9409","33.50","79.50",0
"4389938","307","8.00","14.00",0
"9567606","1204","7.00","14.99",0
"7809795","2102","13.50","27.00",0
"9308697","7507","65.00","81.00",0
"7108143","3302","19.50","12.00",0
"7166105","4109","7.75","3.99",0
"7159378","5604","17.50","12.25",1
"7441753","8309","8.35","25.00",0
"8008184","4704","17.25","24.00",0
"5158662","4703","16.50","44.00",0
"8443990","8703","5.00","10.00",0
"9350518","5403","16.20","55.00",0
"9771084","6202","7.56","18.00",0
"3719908","7902","51.00","138.00",0
"6890135","2609","1.90","5.00",0
"7287423","6503","27.25","44.62",0
"6649593","3307","30.50","65.00",0
"1166921","2207","12.00","7.25",0
"4699970","4109","11.20","28.00",0
"2531333","1904","44.00","90.00",0
"9391721","407","34.75","69.50",0
"9409541","4702","12.40","34.00",0
"4836890","4407","7.50","18.00",0
"4899667","3909","16.50","39.00",0
"7573825","3109","44.40","89.00",0
"398151","3602","8.50","6.00",0
"3698236","202","20.00","11.00",0
"6279997","3407","49.75","100.00",0
"9152594","7404","3.00","7.00",0
"5118012","7407","8.00","8.50",0
"1420096","9304","8.00","24.00",0
"5247993","8504","19.50","19.99",0
"5007971","7907","23.05","29.99",0
"358395","9204","24.75","34.99",0
"1092871","6302","5.76","6.00",0
"9586927","9706","4.00","8.00",0
"9348218","9402","18.00","12.00",0
"1250703","6700","12.50","20.00",0
"3332352","6102","9.50","9.75",1
"1233746","9609","29.75","16.25",0
"2069282","7707","32.50","65.00",0
"1062658","4402","9.30","20.00",0
"3528393","2307","21.00","49.00",1
"5230526","7602","23.00","48.00",0
"1729953","9103","0.00","0.00",0
"5198348","1909","31.00","33.00",0
"2468317","7502","33.00","22.00",0
"3119746","3504","0.00","0.00",0
"2677789","5402","21.84","18.75",0
"8371586","603","3.00","7.00",0
"171258","2303","4.25","10.00",0
"9698599","8004","27.60","17.25",1
"277612","3403","13.00","14.00",0
"8108572","802","14.40","27.00",0
"6658808","2004","25.85","63.00",0
"5293040","1502","16.00","40.00",0
"8571514","5103","13.90","42.00",0
"6280376","3103","32.50","65.00",0
"5226618","3504","1.80","3.00",0
"1099746","3604","0.00","0.00",0
"277422","3502","3.50","6.00",0
"8368601","3507","8.40","28.00",0
"4787411","604","18.21","19.99",0
"6509231","1009","13.50","22.50",0
"409655","7907","38.00","89.00",1
"1040904","2704","1.90","6.00",0
"4398124","2607","30.96","22.00",0
"2199378","5602","19.35","45.00",0
"5750256","3109","17.78","39.50",0
"3990193","8404","7.00","20.00",0
"6530247","609","10.00","29.00",0
"7351617","4204","7.40","19.00",0
"1351728","3807","8.10","20.00",0
